Student_Id;First_Name;Last_Name;Nationality;Major;Gender;Honor_Code_Violation
12561;Bari;De Sole;USA;Biochemistry and Molecular Biology;Female;No
12562;Barrie;De Sole;German;Biochemistry and Molecular Biology;Female;No
12563;Basilia;De Sole;Spanish;Anthropology;Female;No
12564;Bea;De Sole;USA;Biochemistry and Molecular Biology;Female;No
12565;Beata;Destefano;Japanese;Biochemistry and Molecular Biology;Female;No
12566;Beatrice;Devito;USA;Biochemistry and Molecular Biology;Female;No
12567;Beatris;Dianella;USA;Biochemistry and Molecular Biology;Female;No
12568;Beatriz;Dibabbo;USA;Biochemistry and Molecular Biology;Female;No
12569;Beaulah;Di Bello;Nigerian;Biochemistry and Molecular Biology;Female;No
12570;Bebe;Dibiasio;USA;Business Administration;Female;No
12571;Becki;Dibernardo;Great Britain;Business Administration;Female;No
12572;Beckie;Dibuono;USA;Business Administration;Female;No
12573;Becky;Di Carlo;USA;Business Administration;Female;No
12574;Bee;Dicello;Korean;Business Administration;Female;No
12575;Belen;Dichiera;Indonesian;Business Administration;Female;No
12576;Belia;Di Crocco;USA;Business Administration;Female;No
12577;Belinda;Di Fusco;German;Business Administration;Female;No
12578;Belkis;Di Genova;Spanish;Business Administration;Female;No
12579;Bell;Di Giacomo;USA;Business Administration;Female;No
12580;Bella;Di Giorgio;Japanese;American Studies;Female;No
12581;Belle;Di Giorgio;USA;Business Administration;Female;No
12582;Belva;Digarbo;USA;Business Administration;Female;No
12583;Benita;Dilenge;USA;Business Administration;Female;No
12584;Bennie;Di Leo;USA;Business Administration;Female;No
12585;Berenice;Dilio;USA;Business Administration;Female;No
12586;Berna;Dilullo;Great Britain;Business Administration;Female;No
12587;Bernadette;Dimaggio;USA;Business Administration;Female;No
12588;Bernadine;Di Maggio;USA;Business Administration;Female;No
12589;Bernarda;Dimarco;Korean;Business Administration;Female;No
12590;Bernardina;Dimare;Indonesian;Business Administration;Female;No
12591;Bernardine;Di Maria;USA;Combined major in French;Female;No
12592;Berneice;Dimartino;German;Combined major in Greek;Female;No
12593;Bernetta;Dimatteo;Spanish;Psychology;Female;No
12594;Bernice;Di Mezzo;USA;Italian Studies;Female;No
12595;Bernie;Di Muccio;Japanese;Interdisciplinary Studies;Female;No
12596;Berniece;Dina;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12597;Bernita;Dinella;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12598;Berry;Diomedi;USA;Women, Gender and Sexuality Studies;Female;No
12599;Berta;Dipalma;Nigerian;Political Science;Female;No
12600;Bertha;Di Paola;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12601;Bertie;Dipaolo;Great Britain;Philosophy, Politics, Economics and Law (PPEL);Female;No
12602;Beryl;Di Pasquale;USA;Film Studies;Female;No
12603;Bess;Dipietro;USA;Geography;Female;No
12604;Bessie;Dipretoro;Korean;Philosophy, Politics, Economics and Law (PPEL);Female;No
12605;Beth;Di Raimondo;Indonesian;Philosophy, Politics, Economics and Law (PPEL);Female;No
12606;Bethanie;D'Isabella;USA;Physics;Female;No
12607;Bethann;Dirosilia;German;Greek;Female;No
12608;Bethany;Disano;Spanish;Rhetoric and Communication Studies;Female;No
12609;Bethel;Disciascio;USA;History;Female;No
12610;Betsey;Di Sciascio;Japanese;Leadership Studies;Female;No
12611;Betsy;Di Segna;Native American;Greek;Female;No
12612;Bette;Dispensa;USA;Italian Studies;Female;No
12613;Bettie;Di Silvestro;USA;Combined major in Classics;Female;No
12614;Bettina;Dito;USA;Rhetoric and Communication Studies;Female;No
12615;Betty;Di Tomaso;USA;Computer Science;Female;No
12616;Bettyann;Dittes;Great Britain;Mathematical Economics;Female;No
12617;Bettye;D'Ortona;USA;Film Studies;Female;No
12618;Beula;Dolci;USA;Art History;Female;No
12619;Beulah;Domino;Korean;Philosophy;Female;No
12620;Bev;Donato;Indonesian;Biology;Female;No
12621;Beverlee;D'Orazio;USA;Leadership Studies;Female;No
12622;Beverley;Dramis;German;Philosophy, Politics, Economics and Law (PPEL);Female;No
12623;Beverly;Dragotto;Spanish;Physics;Female;No
12624;Bianca;Ducley;USA;History;Female;No
12625;Bibi;Durante;Japanese;Political Science;Female;No
12626;Billi;Dutto;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12627;Billie;Adie;USA;Philosophy;Female;No
12628;Billy;Aiken;USA;Geography;Female;No
12629;Billye;Baird;Ethiopian;Rhetoric and Communication Studies;Female;No
12630;Birdie;Barclay;USA;Psychology;Female;No
12631;Birgit;Blair;Great Britain;Greek;Female;No
12632;Blair;Boyd;USA;Mathematics;Female;No
12633;Blake;Brodie;USA;International Studies;Female;No
12634;Blanca;Bruce;Korean;Religious Studies;Female;No
12635;Blanch;Buchanan;USA;Leadership Studies;Female;No
12636;Blanche;Burns;USA;LAIS and International Business;Female;No
12637;Blondell;Cairns;German;Film Studies;Female;No
12638;Blossom;Cameron;Spanish;Physics;Female;No
12639;Blythe;Campbell;USA;Greek;Female;No
12640;Bobbi;Carmichael;USA;English;Female;No
12641;Bobbie;Carson;USA;Combined major in French;Female;No
12642;Bobby;Clark;USA;Political Science;Female;No
12643;Bobbye;Craig;USA;Combined major in Classics;Female;No
12644;Bobette;Currie;USA;Leadership Studies;Female;No
12645;Bok;Dalling;USA;Interdisciplinary Studies;Female;No
12646;Bong;Dalzell;Great Britain;Anthropology;Female;No
12647;Bonita;Drummond;USA;Chemistry;Female;No
12648;Bonnie;Duncan;USA;Chemistry;Female;No
12649;Bonny;Elliot;Korean;Chemistry;Female;No
12650;Branda;Erskine;USA;Chemistry;Female;No
12651;Brande;Ferguson;USA;Chemistry;Female;No
12652;Brandee;Fletcher;German;Chemistry;Female;No
12653;Brandi;Forbes;Spanish;Chemistry;Female;No
12654;Brandie;Fraser;USA;Chemistry;Female;No
12655;Brandon;Garrow;Japanese;Chemistry;Female;No
12656;Brandy;Gibson;USA;Chemistry;Female;No
12657;Breana;Gillan/Gillon;USA;Chemistry;Female;No
12658;Breann;Gordon;USA;Chemistry;Female;No
12659;Breanna;Graham;USA;Chemistry;Female;No
12660;Breanne;Grant;USA;Chemistry;Female;No
12661;Bree;Gregor/Gregg/Grieg;Great Britain;Chemistry;Female;No
12662;Brenda;Imrie/Imray;USA;Chemistry;Female;No
12663;Brenna;Innes;USA;Chemistry;Female;No
12664;Brett;Irvine/Irving;Korean;Chemistry;Female;No
12665;Brian;Jamieson/Jameson;USA;Chemistry;Female;No
12666;Briana;Keir;USA;Chemistry;Female;No
12667;Brianna;Keith;German;Chemistry;Female;No
12668;Brianne;Kelso;Spanish;Chemistry;Female;No
12669;Bridget;Kerr;USA;Chemistry;Female;No
12670;Bridgett;Kinnaird;USA;Chemistry;Female;No
12671;Bridgette;Knox;USA;Chemistry;Female;No
12672;Brigette;Lachlan;USA;Chemistry;Female;No
12673;Brigid;Lamond/Lamont;USA;Chemistry;Female;No
12674;Brigida;Leith;USA;Chemistry;Female;No
12675;Brigitte;Lennie;USA;Chemistry;Female;No
12676;Brinda;Lennox;Great Britain;Chemistry;Female;No
12677;Britany;Lindsay;USA;Chinese and International Business;Female;No
12678;Britney;Logan;USA;Chinese and International Business;Female;No
12679;Britni;Macadie;Korean;Chinese and International Business;Female;No
12680;Britt;Macalister;USA;Chinese and International Business;Female;No
12681;Britta;Macara/Mccarra;Russian;Chinese and International Business;Female;No
12682;Brittaney;Macaskill;German;Chinese and International Business;Female;No
12683;Brittani;Macaulay;Spanish;Chinese and International Business;Female;No
12684;Brittanie;Macbeth;USA;Chinese and International Business;Female;No
12685;Brittany;Maccale/Mchale;USA;Chinese and International Business;Female;No
12686;Britteny;Maccall;USA;Chinese and International Business;Female;No
12687;Brittney;Maccallen;USA;Chinese and International Business;Female;No
12688;Brittni;Maccallum;USA;Chinese and International Business;Female;No
12689;Brittny;Maccammon;USA;Chinese and International Business;Female;No
12690;Bronwyn;Maccay;USA;Business Administration;Female;No
12691;Brook;Macclay;Great Britain;Business Administration;Female;No
12692;Brooke;Maccoll;USA;Business Administration;Female;No
12693;Bruna;Maccormack;USA;Business Administration;Female;No
12694;Brunilda;Maccorrie;Korean;Business Administration;Female;No
12695;Bryanna;Macgowan;USA;Business Administration;Female;No
12696;Brynn;Macintosh;Russian;Business Administration;Female;No
12697;Buena;Macintyre;German;Business Administration;Female;No
12698;Buffy;Maciver;Spanish;Business Administration;Female;No
12699;Bula;Mackay;USA;Business Administration;Female;No
12700;Bulah;Mackendrick;USA;Biochemistry and Molecular Biology;Female;No
12701;Bunny;Mackenzie;USA;Biochemistry and Molecular Biology;Female;No
12702;Burma;Mackerras;USA;Biochemistry and Molecular Biology;Female;No
12703;Caitlin;Mckinley;USA;Biochemistry and Molecular Biology;Female;No
12704;Caitlyn;Mackinnon;USA;Biochemistry and Molecular Biology;Female;No
12705;Calandra;Maclaine;USA;Biochemistry and Molecular Biology;Female;No
12706;Calista;Maclaren;Great Britain;Biochemistry and Molecular Biology;Female;No
12707;Callie;Macrae;USA;Biochemistry and Molecular Biology;Female;No
12708;Camelia;Macrory;USA;Biochemistry and Molecular Biology;Female;No
12709;Camellia;Maxwell;Korean;Biochemistry and Molecular Biology;Female;No
12710;Cameron;Melrose;USA;Biochemistry and Molecular Biology;Female;No
12711;Cami;Melville;Russian;Biochemistry and Molecular Biology;Female;No
12712;Camie;Melvin;German;Biochemistry and Molecular Biology;Female;No
12713;Camila;Mitchell;Spanish;Biochemistry and Molecular Biology;Female;No
12714;Camilla;Montgomery;USA;Biochemistry and Molecular Biology;Female;No
12715;Camille;Morrison;USA;Biochemistry and Molecular Biology;Female;No
12716;Cammie;Munro;USA;Biochemistry and Molecular Biology;Female;No
12717;Cammy;Murray/Moray;USA;Biochemistry and Molecular Biology;Female;No
12718;Candace;Ramsay;USA;Biochemistry and Molecular Biology;Female;No
12719;Candance;Ross ;USA;Biochemistry and Molecular Biology;Female;No
12720;Candelaria;Ruthven;USA;Biochemistry and Molecular Biology;Female;No
12721;Candi;Scott;Great Britain;Business Administration;Female;No
12722;Candice;Shaw;USA;Business Administration;Female;No
12723;Candida;Stewart;USA;Business Administration;Female;No
12724;Candie;Stirling;Korean;Business Administration;Female;No
12725;Candis;Strachan;USA;Business Administration;Female;No
12726;Candra;Wallace;Russian;Business Administration;Female;No
12727;Candy;Wylie;German;Business Administration;Female;No
12728;Candyce;Smith;Spanish;Business Administration;Female;No
12729;Caprice;Johnson;USA;Business Administration;Female;No
12730;Cara;Williams;USA;American Studies;Female;No
12731;Caren;Jones;USA;Business Administration;Female;No
12732;Carey;Brown;USA;Business Administration;Female;No
12733;Cari;Davis;USA;Business Administration;Female;No
12734;Caridad;Miller;USA;Business Administration;Female;No
12735;Carie;Wilson;USA;Business Administration;Female;No
12736;Carin;Moore;Great Britain;Chinese and International Business;Female;No
12737;Carina;Taylor;USA;Chinese and International Business;Female;No
12738;Carisa;Anderson;USA;Chinese and International Business;Female;No
12739;Carissa;Thomas;Korean;Chinese and International Business;Female;No
12740;Carita;Jackson;USA;Chinese and International Business;Female;No
12741;Carl;White;USA;Chinese and International Business;Female;No
12742;Carla;Harris;German;Interdisciplinary Studies;Female;No
12743;Carlee;Martin;Spanish;Latin American and Iberian Studies;Female;No
12744;Carleen;Thompson;USA;Physics - Interdisciplinary;Female;No
12745;Carlena;Garcia;USA;Chemistry;Female;No
12746;Carlene;Martinez;Native American;Religious Studies;Female;No
12747;Carletta;Robinson;USA;Italian Studies;Female;No
12748;Carley;Clark;USA;Leadership Studies;Female;No
12749;Carli;Rodriguez;USA;Geography;Female;No
12750;Carlie;Lewis;USA;Journalism;Female;No
12751;Carline;Lee;Great Britain;Rhetoric and Communication Studies;Female;No
12752;Carlita;Walker;USA;Rhetoric and Communication Studies;Female;No
12753;Carlos;Hall;USA;Leadership Studies;Female;No
12754;Carlota;Allen;Korean;Film Studies;Female;No
12755;Carlotta;Young;USA;Biology;Female;No
12756;Carly;Hernandez;USA;Anthropology;Female;No
12757;Carlyn;King;German;Art History;Female;No
12758;Carma;Wright;Spanish;Leadership Studies;Female;No
12759;Carman;Lopez;USA;Psychology;Female;No
12760;Carmel;Hill;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12761;Carmela;Scott;USA;Physics;Female;No
12762;Carmelia;Green;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12763;Carmelina;Adams;USA;Combined major in German;Female;No
12764;Carmelita;Baker;USA;Geography;Female;No
12765;Carmella;Gonzalez;USA;Film Studies;Female;No
12766;Carmen;Nelson;Great Britain;LAIS and International Business;Female;No
12767;Carmina;Carter;USA;Leadership Studies;Female;No
12768;Carmon;Mitchell;USA;Criminal Justice;Female;No
12769;Carol;Perez;Korean;Combined major in French;Female;No
12770;Carola;Roberts;USA;Combined major in Classics;Female;No
12771;Carolann;Turner;USA;Art History;Female;No
12772;Carole;Phillips;German;Classical Civilization;Female;No
12773;Carolee;Campbell;Spanish;Mathematics;Female;No
12774;Carolin;Parker;USA;Physics - Interdisciplinary;Female;No
12775;Carolina;Evans;USA;Italian Studies;Female;No
12776;Caroline;Edwards;USA;Philosophy;Female;No
12777;Caroll;Collins;USA;Geography;Female;No
12778;Carolyn;Stewart;USA;Combined major in Greek;Female;No
12779;Carolyne;Sanchez;USA;Political Science;Female;No
12780;Carolynn;Morris;USA;Computer Science;Female;No
12781;Caron;Rogers;Great Britain;History;Female;No
12782;Caroyln;Reed;USA;Film Studies;Female;No
12783;Carri;Cook;USA;Computer Science;Female;No
12784;Carrie;Morgan;Korean;International Studies;Female;No
12785;Carrol;Bell;USA;Leadership Studies;Female;No
12786;Carroll;Murphy;USA;Physics;Female;No
12787;Carry;Bailey;German;Philosophy;Female;No
12788;Cary;Rivera;Spanish;Geography;Female;No
12789;Caryl;Cooper;USA;Rhetoric and Communication Studies;Female;No
12790;Carylon;Richardson;USA;Greek;Female;No
12791;Caryn;Cox;USA;Russian Studies;Female;No
12792;Casandra;Howard;USA;Computer Science;Female;No
12793;Casey;Ward;USA;Leadership Studies;Female;No
12794;Casie;Torres;USA;Philosophy;Female;No
12795;Casimira;Peterson;USA;Art History;Female;No
12796;Cassandra;Gray;Great Britain;Psychology;Female;No
12797;Cassaundra;Ramirez;USA;Combined major in German;Female;No
12798;Cassey;James;USA;Italian Studies;Female;No
12799;Cassi;Watson;Korean;Geography;Female;No
12800;Cassidy;Brooks;USA;Interdisciplinary Studies;Female;No
12801;Cassie;Kelly;USA;Religious Studies;Female;No
12802;Cassondra;Sanders;German;Combined major in French;Female;No
12803;Cassy;Price;Spanish;Combined major in Classics;Female;No
12804;Catalina;Bennett;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12805;Catarina;Wood;USA;Philosophy;Female;No
12806;Caterina;Barnes;USA;Physics;Female;No
12807;Catharine;Ross;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12808;Catherin;Henderson;USA;Leadership Studies;Female;No
12809;Catherina;Coleman;USA;LAIS and International Business;Female;No
12810;Catherine;Jenkins;USA;Mathematical Economics;Female;No
12811;Cathern;Perry;Great Britain;Political Science;Female;No
12812;Catheryn;Powell;USA;History;Female;No
12813;Cathey;Long;USA;Physics;Female;No
12814;Cathi;Patterson;Korean;Film Studies;Female;No
12815;Cathie;Hughes;USA;Rhetoric and Communication Studies;Female;No
12816;Cathleen;Flores;USA;Philosophy;Female;No
12817;Cathrine;Washington;German;Leadership Studies;Female;No
12818;Cathryn;Butler;Spanish;Chinese Studies;Female;No
12819;Cathy;Simmons;USA;Geography;Female;No
12820;Catina;Foster;USA;Russian Studies;Female;No
12821;Catrice;Gonzales;USA;Computer Science;Female;No
12822;Catrina;Bryant;USA;Religious Studies;Female;No
12823;Cayla;Alexander;USA;Environmental Studies;Female;No
12824;Cecelia;Russell;USA;Physics - Interdisciplinary;Female;No
12825;Cecil;Griffin;USA;Italian Studies;Female;No
12826;Cecila;Diaz;Great Britain;Chinese Studies;Female;No
12827;Cecile;Hayes;USA;Mathematics;Female;No
12828;Cecilia;Myers;USA;Combined major in German;Female;No
12829;Cecille;Ford;Korean;English;Female;No
12830;Cecily;Hamilton;USA;Psychology;Female;No
12831;Celena;Graham;USA;Philosophy;Female;No
12832;Celesta;Sullivan;German;Physics - Interdisciplinary;Female;No
12833;Celeste;Wallace;Spanish;Combined major in French;Female;No
12834;Celestina;Woods;USA;Combined major in Classics;Female;No
12835;Celestine;Cole;USA;Political Science;Female;No
12836;Celia;West;USA;Art History;Female;No
12837;Celina;Jordan;USA;Leadership Studies;Female;No
12838;Celinda;Owens;USA;Philosophy;Female;No
12839;Celine;Reynolds;USA;Philosophy;Female;No
12840;Celsa;Fisher;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12841;Ceola;Ellis;Great Britain;Geography;Female;No
12842;Chae;Harrison;USA;Physics;Female;No
12843;Chan;Gibson;USA;Philosophy;Female;No
12844;Chana;Mcdonald;Korean;Interdisciplinary Studies;Female;No
12845;Chanda;Cruz;USA;Philosophy;Female;No
12846;Chandra;Marshall;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
12847;Chanel;Ortiz;German;Combined major in Greek;Female;No
12848;Chanell;Gomez;Spanish;Italian Studies;Female;No
12849;Chanelle;Murray;USA;Women, Gender and Sexuality Studies;Female;No
12850;Chang;Freeman;USA;American Studies;Female;No
12851;Chantal;Wells;USA;LAIS and International Business;Female;No
12852;Chantay;Webb;USA;Film Studies;Female;No
12853;Chante;Simpson;USA;Environmental Studies;Female;No
12854;Chantel;Stevens;USA;Latin;Female;No
12855;Chantell;Tucker;USA;Greek;Female;No
12856;Chantelle;Porter;Great Britain;Rhetoric and Communication Studies;Female;No
12857;Chara;Hunter;USA;Physics;Female;No
12858;Charis;Hicks;USA;Chinese and International Business;Female;No
12859;Charise;Crawford;Korean;Chinese and International Business;Female;No
12860;Charissa;Henry;USA;Chinese and International Business;Female;No
12861;Charisse;Boyd;USA;Chinese and International Business;Female;No
12862;Charita;Mason;German;Chinese and International Business;Female;No
12863;Charity;Morales;Spanish;Chinese and International Business;Female;No
12864;Charla;Kennedy;USA;Chinese and International Business;Female;No
12865;Charleen;Warren;USA;Chinese and International Business;Female;No
12866;Charlena;Dixon;USA;Chinese and International Business;Female;No
12867;Charlene;Ramos;USA;Chinese and International Business;Female;No
12868;Charles;Reyes;USA;Chinese and International Business;Female;No
12869;Charlesetta;Burns;USA;Chinese and International Business;Female;No
12870;Charlette;Gordon;USA;Chinese and International Business;Female;No
12871;Charlie;Shaw;Great Britain;Chinese and International Business;Female;No
12872;Charline;Holmes;USA;Chinese and International Business;Female;No
12873;Charlott;Rice;USA;Chinese and International Business;Female;No
12874;Charlotte;Robertson;Korean;Chinese and International Business;Female;No
12875;Charlsie;Hunt;USA;Chinese and International Business;Female;No
12876;Charlyn;Black;USA;Chinese and International Business;Female;No
12877;Charmain;Daniels;German;Chinese and International Business;Female;No
12878;Charmaine;Palmer;Spanish;Chinese and International Business;Female;No
12879;Charolette;Mills;USA;Chinese and International Business;Female;No
12880;Chasidy;Nichols;USA;Chinese and International Business;Female;No
12881;Chasity;Grant;Native American;Chinese and International Business;Female;No
12882;Chassidy;Knight;USA;Chinese and International Business;Female;No
12883;Chastity;Ferguson;USA;Chinese and International Business;Female;No
12884;Chau;Rose;USA;Combined major in Classics;Female;No
12885;Chaya;Stone;USA;Combined major in German;Female;No
12886;Chelsea;Hawkins;Great Britain;Combined major in Greek;Female;No
12887;Chelsey;Dunn;USA;Biochemistry and Molecular Biology;Female;No
12888;Chelsie;Perkins;USA;Biochemistry and Molecular Biology;Female;No
12889;Cher;Hudson;Korean;Biochemistry and Molecular Biology;Female;No
12890;Chere;Spencer;USA;Biochemistry and Molecular Biology;Female;No
12891;Cheree;Gardner;Russian;Biochemistry and Molecular Biology;Female;No
12892;Cherelle;Stephens;German;Biochemistry and Molecular Biology;Female;No
12893;Cheri;Payne;Spanish;Biochemistry and Molecular Biology;Female;No
12894;Cherie;Pierce;USA;Biochemistry and Molecular Biology;Female;No
12895;Cherilyn;Berry;USA;Accounting;Female;Yes
12896;Cherise;Matthews;USA;Biochemistry and Molecular Biology;Female;No
12897;Cherish;Arnold;USA;Biochemistry and Molecular Biology;Female;No
12898;Cherly;Wagner;USA;Biochemistry and Molecular Biology;Female;No
12899;Cherlyn;Willis;USA;Biochemistry and Molecular Biology;Female;No
12900;Cherri;Ray;USA;Biochemistry and Molecular Biology;Female;No
12901;Cherrie;Watkins;Great Britain;Biochemistry and Molecular Biology;Female;No
12902;Cherry;Olson;USA;Biochemistry and Molecular Biology;Female;No
12903;Cherryl;Carroll;USA;Biochemistry and Molecular Biology;Female;No
12904;Chery;Duncan;Korean;Biochemistry and Molecular Biology;Female;No
12905;Cheryl;Snyder;USA;Psychology;Female;No
12906;Cheryle;Hart;Russian;Mathematics;Female;No
12907;Cheryll;Cunningham;German;Philosophy;Female;No
12908;Cheyenne;Bradley;Spanish;Leadership Studies;Female;No
12909;Chi;Lane;USA;Interdisciplinary Studies;Female;No
12910;Chia;Andrews;Japanese;Physics - Interdisciplinary;Female;No
12911;Chieko;Ruiz;USA;Religious Studies;Female;No
12912;Chin;Harper;USA;Business Administration;Female;No
12913;China;Fox;USA;Anthropology;Female;No
12914;Ching;Riley;USA;Business Administration;Female;No
12915;Chiquita;Armstrong;USA;Business Administration;Female;No
12916;Chloe;Carpenter;Great Britain;Business Administration;Female;No
12917;Chong;Weaver;USA;Business Administration;Female;No
12918;Chris;Greene;USA;Business Administration;Female;No
12919;Chrissy;Lawrence;Korean;Business Administration;Female;No
12920;Christa;Elliott;USA;Business Administration;Female;No
12921;Christal;Chavez;Russian;Business Administration;Female;No
12922;Christeen;Sims;German;Business Administration;Female;No
12923;Christel;Austin;Spanish;Business Administration;Female;No
12924;Christen;Peters;Mexican;Business Administration;Female;No
12925;Christena;Kelley;Japanese;Business Administration;Female;No
12926;Christene;Franklin;USA;Business Administration;Female;No
12927;Christi;Lawson;USA;Business Administration;Female;No
12928;Christia;Fields;USA;Business Administration;Female;No
12929;Christian;Gutierrez;USA;Business Administration;Female;No
12930;Christiana;Ryan;USA;Geography;Female;No
12931;Christiane;Schmidt;Great Britain;Political Science;Female;No
12932;Christie;Carr;USA;Italian Studies;Female;No
12933;Christin;Vasquez;USA;Journalism;Female;No
12934;Christina;Castillo;Korean;Film Studies;Female;No
12935;Christine;Wheeler;USA;International Studies;Female;No
12936;Christinia;Chapman;Russian;Rhetoric and Communication Studies;Female;No
12937;Christopher;Oliver;German;Biochemistry and Molecular Biology;Female;No
12938;Christy;Montgomery;Spanish;Biochemistry and Molecular Biology;Female;No
12939;Chrystal;Richards;Mexican;Biochemistry and Molecular Biology;Female;No
12940;Chu;Williamson;Japanese;American Studies;Female;No
12941;Chun;Johnston;USA;Biochemistry and Molecular Biology;Female;No
12942;Chung;Banks;USA;Biochemistry and Molecular Biology;Female;No
12943;Ciara;Meyer;Dutch;Biochemistry and Molecular Biology;Female;No
12944;Cicely;Bishop;USA;Biochemistry and Molecular Biology;Female;No
12945;Ciera;Mccoy;USA;Biochemistry and Molecular Biology;Female;No
12946;Cierra;Howell;Great Britain;Biochemistry and Molecular Biology;Female;No
12947;Cinda;Alvarez;USA;Biochemistry and Molecular Biology;Female;No
12948;Cinderella;Morrison;USA;Biochemistry and Molecular Biology;Female;No
12949;Cindi;Hansen;Korean;Biochemistry and Molecular Biology;Female;No
12950;Cindie;Fernandez;USA;Biochemistry and Molecular Biology;Female;No
12951;Cindy;Garza;Russian;Biochemistry and Molecular Biology;Female;No
12952;Cinthia;Harvey;German;Biochemistry and Molecular Biology;Female;No
12953;Cira;Little;Spanish;Biochemistry and Molecular Biology;Female;No
12954;Clair;Burton;Mexican;Biochemistry and Molecular Biology;Female;No
12955;Claire;Stanley;Japanese;Biochemistry and Molecular Biology;Female;No
12956;Clara;Nguyen;USA;Biochemistry and Molecular Biology;Female;No
12957;Clare;George;USA;Biochemistry and Molecular Biology;Female;No
12958;Clarence;Jacobs;Dutch;Chemistry;Female;No
12959;Claretha;Reid;USA;Chemistry;Female;No
12960;Claretta;Kim;USA;Chemistry;Female;No
12961;Claribel;Fuller;Great Britain;Chemistry;Female;No
12962;Clarice;Lynch;USA;Chemistry;Female;No
12963;Clarinda;Dean;USA;Chemistry;Female;No
12964;Clarine;Gilbert;Korean;Chemistry;Female;No
12965;Claris;Garrett;USA;Chemistry;Female;No
12966;Clarisa;Romero;Russian;Chemistry;Female;No
12967;Clarissa;Welch;German;Chemistry;Female;No
12968;Clarita;Larson;Spanish;Chemistry;Female;No
12969;Classie;Frazier;Mexican;Chemistry;Female;No
12970;Claude;Burke;Japanese;Chemistry;Female;No
12971;Claudette;Hanson;USA;Chemistry;Female;No
12972;Claudia;Day;USA;Chemistry;Female;No
12973;Claudie;Mendoza;Dutch;Chemistry;Female;No
12974;Claudine;Moreno;USA;Chemistry;Female;No
12975;Clelia;Bowman;USA;Chemistry;Female;No
12976;Clemencia;Medina;Great Britain;Chemistry;Female;No
12977;Clementina;Fowler;USA;Chemistry;Female;No
12978;Clementine;Brewer;USA;Chemistry;Female;No
12979;Clemmie;Hoffman;USA;Leadership Studies;Female;No
12980;Cleo;Carlson;USA;Philosophy;Female;No
12981;Cleopatra;Silva;Russian;Interdisciplinary Studies;Female;No
12982;Cleora;Pearson;German;Religious Studies;Female;No
12983;Cleotilde;Holland;Spanish;Anthropology;Female;No
12984;Cleta;Douglas;Mexican;Russian Studies;Female;No
12985;Clora;Fleming;Japanese;Computer Science;Female;No
12986;Clorinda;Jensen;USA;Film Studies;Female;No
12987;Clotilde;Vargas;USA;Art History;Female;No
12988;Clyde;Byrd;Dutch;Italian Studies;Female;No
12989;Codi;Davidson;Nigerian;Philosophy, Politics, Economics and Law (PPEL);Female;No
12990;Cody;Hopkins;USA;Physics;Female;No
12991;Colby;May;Great Britain;Philosophy, Politics, Economics and Law (PPEL);Female;No
12992;Coleen;Terry;USA;Greek;Female;No
12993;Colene;Herrera;USA;Psychology;Female;No
12994;Coletta;Wade;USA;Leadership Studies;Female;No
12995;Colette;Soto;USA;Women, Gender and Sexuality Studies;Female;No
12996;Colleen;Walters;Russian;Mathematical Economics;Female;No
12997;Collen;Curtis;German;Psychology;Female;No
12998;Collene;Neal;Spanish;Criminal Justice;Female;No
12999;Collette;Caldwell;Mexican;Combined major in German;Female;No
13000;Concepcion;Lowe;Japanese;LAIS and International Business;Female;No
13001;Conception;Jennings;USA;Film Studies;Female;No
13002;Concetta;Barnett;USA;Dance;Female;No
13003;Concha;Graves;Dutch;Combined major in Classics;Female;No
13004;Conchita;Jimenez;USA;Combined major in French;Female;No
13005;Connie;Horton;USA;Psychology;Female;No
13006;Constance;Shelton;Great Britain;History;Female;No
13007;Consuela;Barrett;USA;Sociology;Female;No
13008;Consuelo;Obrien;USA;Physics - Interdisciplinary;Female;No
13009;Contessa;Castro;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
13010;Cora;Sutton;USA;Geography;Female;No
13011;Coral;Gregory;Russian;Business Administration;Female;No
13012;Coralee;Mckinney;German;Biochemistry and Molecular Biology;Female;No
13013;Coralie;Lucas;Spanish;Biochemistry and Molecular Biology;Female;No
13014;Corazon;Miles;Mexican;Biochemistry and Molecular Biology;Female;No
13015;Cordelia;Craig;Japanese;Biochemistry and Molecular Biology;Female;No
13016;Cordia;Rodriquez;USA;Biochemistry and Molecular Biology;Female;No
13017;Cordie;Chambers;USA;Biochemistry and Molecular Biology;Female;No
13018;Coreen;Holt;Dutch;Biochemistry and Molecular Biology;Female;No
13019;Corene;Lambert;USA;Biochemistry and Molecular Biology;Female;No
13020;Coretta;Fletcher;USA;Biochemistry and Molecular Biology;Female;No
13021;Corey;Watts;Great Britain;Biochemistry and Molecular Biology;Female;No
